Metric,Dec.  2020,Dec.  2019,Dec.  2018,Company,cik_str,0,1,2,Sep.  2020,Jun.  2020,Mar.  2020,Sep.  2019,Jun.  2019,Mar.  2019,Jul.  2021,Jul.  2020,Jul.  2019,Jun.  2021,Oct.  2021,Oct.  2020,Jan.  2021,Sep.  2021,Oct.  2019,Mar.  2021,Nov.  2020,Aug.  2020,Feb.  2020,Nov.  2019,Aug.  2019,May  2020,May  2019,Feb.  2019,Jan.  2020,Jun.  2018,May  2021,Nov.  2018,Apr.  2021,Apr.  2020,Apr.  2019,Jan.  2019,"Dec.  2020 
Trade_Names 
metropolitan_area 
segment","Dec.  2020 
USD ($) 
$ ","Dec.  2019 
USD ($) 
$ ","Dec.  2018 
USD ($) 
$ ",3,"Mar.  2021 
USD ($)",Sep.  2018,"Dec.  2020 
USD ($) 
mi","Sep.  2020 
USD ($)","Jun.  2020 
USD ($)","Mar.  2020 
USD ($)","Dec.  2019 
USD ($)","Sep.  2019 
USD ($)","Jun.  2019 
USD ($)","Mar.  2019 
USD ($)","Dec.  2020 
USD ($) 
segment 
mi","Dec.  2018 
USD ($)",Aug.  2021,Feb.  2021
Researchanddevelopmenttaxcredit,,,,KLA CORP (Filer) , 0000319201,,,,,-1.8,,,-1.8,,,,,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Researchanddevelopmenttaxcredit,,,,KLA CORP (Filer) , 0000319201,,,,,-1.8,,,-1.8,,,,,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,26185000000,24977000000,26268000000,Kraft Heinz Co (Filer) , 0001637459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,26185000000,24977000000,26268000000,Kraft Heinz Co (Filer) , 0001637459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,26185000000,24977000000,26268000000,Kraft Heinz Co (Filer) , 0001637459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reclassifiedtoliabilitiesheldforsale,0,0,-10000000,Kraft Heinz Co (Filer) , 0001637459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reclassifiedtoliabilitiesheldforsale,0,0,-10000000,Kraft Heinz Co (Filer) , 0001637459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,,,,KROGER CO (Filer) , 0000056873,,,,,,,,,,,,,,,,30737000000.0,,,,29723000000.0,30489000000.0,28893000000.0,27974000000.0,28168000000.0,41549000000.0,37251000000,121852000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,,,,KROGER CO (Filer) , 0000056873,,,,,,,,,,,,,,,,30737000000.0,,,,29723000000.0,30489000000.0,28893000000.0,27974000000.0,28168000000.0,41549000000.0,37251000000,121852000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,,,,KROGER CO (Filer) , 0000056873,,,,,,,,,,,,,,,,30737000000.0,,,,29723000000.0,30489000000.0,28893000000.0,27974000000.0,28168000000.0,41549000000.0,37251000000,121852000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,,"L3HARRIS TECHNOLOGIES, INC. /DE/ (Filer) ", 0000202058,,,,,,,,6801000000,,,,,,,,18194000000,,,,,,,,,,,,9263000000,6168000000,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,,"L3HARRIS TECHNOLOGIES, INC. /DE/ (Filer) ", 0000202058,,,,,,,,6801000000,,,,,,,,18194000000,,,,,,,,,,,,9263000000,6168000000,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,,"L3HARRIS TECHNOLOGIES, INC. /DE/ (Filer) ", 0000202058,,,,,,,,6801000000,,,,,,,,18194000000,,,,,,,,,,,,9263000000,6168000000,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,,"L3HARRIS TECHNOLOGIES, INC. /DE/ (Filer) ", 0000202058,,,,,,,,6801000000,,,,,,,,18194000000,,,,,,,,,,,,9263000000,6168000000,,,,,,,,,,,,,,,,,,,,,,,,,
Researchanddevelopmenttaxcredit,,,,"L3HARRIS TECHNOLOGIES, INC. /DE/ (Filer) ", 0000202058,,,,,,,,-4.5,,,,,,,,-9.2,,,,,,,,,,,,-4.7,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,13978500000,11554800000,11333400000.0,LABORATORY CORP OF AMERICA HOLDINGS (Filer) , 0000920148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,,LAM RESEARCH CORP (Filer) , 0000707549,,,,,10044736000,,,9653559000,,,,,14626150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netlosses-gainsreclassifiedintonetincome,,,,LAM RESEARCH CORP (Filer) , 0000707549,,,,,935000,,,-199000,,,,,786000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netlosses-gainsreclassifiedintonetincome,,,,LAM RESEARCH CORP (Filer) , 0000707549,,,,,935000,,,-199000,,,,,786000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,,,,"Lamb Weston Holdings, Inc. (Filer) ", 0001679273,,,,,,,,,,,,,,,,,,,,,,,,,3792400000.0,3756500000.0,,,,3670900000.0,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,,,,"Lamb Weston Holdings, Inc. (Filer) ", 0001679273,,,,,,,,,,,,,,,,,,,,,,,,,3792400000.0,3756500000.0,,,,3670900000.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Lamb Weston Holdings, Inc. (Filer) ", 0001679273,Accruedsalesincentivesandtradepromotions,39900000.0,42500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Researchanddevelopmentcosts,,,,"Lamb Weston Holdings, Inc. (Filer) ", 0001679273,,,,,,,,,,,,,,,,,,,,,,,,,15400000.0,15400000.0,,,,12900000.0,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,,,,"Lamb Weston Holdings, Inc. (Filer) ", 0001679273,,,,,,,,,,,,,,,,,,,,,,,,,1137700000.0,1172600000.0,,,,1169500000.0,,,,,,,,,,,,,,,,,,,,,,,,
Netrevenues,3612000000,13739000000,13729000000,LAS VEGAS SANDS CORP (Filer) , 0001300514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrevenues,3612000000,13739000000,13729000000,LAS VEGAS SANDS CORP (Filer) , 0001300514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrevenues,3612000000,13739000000,13729000000,LAS VEGAS SANDS CORP (Filer) , 0001300514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrevenues,3612000000,13739000000,13729000000,LAS VEGAS SANDS CORP (Filer) , 0001300514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LAS VEGAS SANDS CORP (Filer) , 0001300514,Deferredgainonmallsaletransactions,12000000,13000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,10194000000,"Leidos Holdings, Inc. (Filer) ", 0001336920,,,,,,,,,,,,,,,,12297000000,,,,,,,,,,,,11094000000,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,10194000000,"Leidos Holdings, Inc. (Filer) ", 0001336920,,,,,,,,,,,,,,,,12297000000,,,,,,,,,,,,11094000000,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,10194000000,"Leidos Holdings, Inc. (Filer) ", 0001336920,,,,,,,,,,,,,,,,12297000000,,,,,,,,,,,,11094000000,,,,,,,,,,,,,,,,,,,,,,,,,,
Interestincome,,,7000000,"Leidos Holdings, Inc. (Filer) ", 0001336920,,,,,,,,,,,,,,,,3000000,,,,,,,,,,,,14000000,,,,,,,,,,,,,,,,,,,,,,,,,,
Researchanddevelopmentcredits,,,-9000000,"Leidos Holdings, Inc. (Filer) ", 0001336920,,,,,,,,,,,,,,,,-26000000,,,,,,,,,,,,-11000000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Leidos Holdings, Inc. (Filer) ", 0001336920,Deferredrevenue,-1000000,-17000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,,,,LENNAR CORP /NEW/ (Filer) , 0000920760,,,,,,,,,,,,,,,,,,,,22488854000.0,,,22259561000.0,,,,,,,,20571631000,,,,,,,,,,,,,,,,,,,,,,,
Otherrevenues,658000000,604000000,602000000,LINCOLN NATIONAL CORP (Filer) , 0000059558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otherrevenues,658000000,604000000,602000000,LINCOLN NATIONAL CORP (Filer) , 0000059558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otherrevenues,658000000,604000000,602000000,LINCOLN NATIONAL CORP (Filer) , 0000059558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,4135000000.0,4344000000.0,16424000000,LINCOLN NATIONAL CORP (Filer) , 0000059558,,,,5361000000.0,3517000000.0,4425000000.0,4638000000.0,4310000000.0,3965000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,27243000000,28228000000,14836000000,LINDE PLC (Filer) , 0001707925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,27243000000,28228000000,14836000000,LINDE PLC (Filer) , 0001707925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,27243000000,28228000000,14836000000,LINDE PLC (Filer) , 0001707925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,27243000000,28228000000,14836000000,LINDE PLC (Filer) , 0001707925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,1861178000.0,11547969000.0,10787800000.0,"Live Nation Entertainment, Inc. (Filer) ", 0001335258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,1861178000,11547969000,10787800000,"Live Nation Entertainment, Inc. (Filer) ", 0001335258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,11628830000,12506109000,11876674000,LKQ CORP (Filer) , 0001065696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalnetsales,65398000000,59812000000,53762000000,LOCKHEED MARTIN CORP (Filer) , 0000936468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalnetsales,65398000000,59812000000,53762000000,LOCKHEED MARTIN CORP (Filer) , 0000936468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalnetsales,65398000000,59812000000,53762000000,LOCKHEED MARTIN CORP (Filer) , 0000936468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,17032000000.0,15878000000.0,53762000000,LOCKHEED MARTIN CORP (Filer) , 0000936468,,,,16495000000.0,16220000000.0,15651000000.0,15171000000.0,14427000000.0,14336000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,17032000000.0,15878000000.0,53762000000,LOCKHEED MARTIN CORP (Filer) , 0000936468,,,,16495000000.0,16220000000.0,15651000000.0,15171000000.0,14427000000.0,14336000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,17032000000.0,15878000000.0,53762000000,LOCKHEED MARTIN CORP (Filer) , 0000936468,,,,16495000000.0,16220000000.0,15651000000.0,15171000000.0,14427000000.0,14336000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,17032000000.0,15878000000.0,53762000000,LOCKHEED MARTIN CORP (Filer) , 0000936468,,,,16495000000.0,16220000000.0,15651000000.0,15171000000.0,14427000000.0,14336000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,,,,LOWES COMPANIES INC (Filer) , 0000060667,,,,,,,,,,,,,,,,89597000000,,,,,,,,,,,71309000000,72148000000,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,,,,LOWES COMPANIES INC (Filer) , 0000060667,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,,,,LOWES COMPANIES INC (Filer) , 0000060667,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Salesrevenuenet,27753000000,34727000000,39004000000,LyondellBasell Industries N.V. (Filer) , 0001489393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealizedgainsonavailable-for-saledebtsecurities,1000000,0,0,LyondellBasell Industries N.V. (Filer) , 0001489393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealizedgainsonavailable-for-saledebtsecurities,1000000,0,0,LyondellBasell Industries N.V. (Filer) , 0001489393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interestincome,12000000,19000000,45000000,LyondellBasell Industries N.V. (Filer) , 0001489393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalinterestincome,4192712000.0,4879593000.0,4598711000.0,M&T BANK CORP (Filer) , 0000036270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenuesfromcontractswithcustomers,3097000000,5063000000,5902000000,MARATHON OIL CORP (Filer) , 0000101778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForeigncurrencytranslationadjustmentrelatedtosaleofU.K.business,0,23000000,0,MARATHON OIL CORP (Filer) , 0000101778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForeigncurrencytranslationadjustmentrelatedtosaleofU.K.business,0,23000000,0,MARATHON OIL CORP (Filer) , 0000101778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForeigncurrencytranslationadjustmentrelatedtosaleofU.K.business,0,23000000,0,MARATHON OIL CORP (Filer) , 0000101778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MARATHON OIL CORP (Filer) , 0000101778,Accruedrevenue,20000000,40000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MARATHON OIL CORP (Filer) , 0000101778,Accruedrevenue,20000000,40000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MARATHON OIL CORP (Filer) , 0000101778,Accruedrevenue,20000000,40000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MARATHON OIL CORP (Filer) , 0000101778,Accruedrevenue,20000000,40000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MARATHON OIL CORP (Filer) , 0000101778,Accruedrevenue,20000000,40000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,689125000,511352000,435565000,MARKETAXESS HOLDINGS INC (Filer) , 0001278021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netunrealizedgain-lossonsecuritiesavailable-for-salenetoftaxof-172312and-23respectively,-544000,996000,-90000,MARKETAXESS HOLDINGS INC (Filer) , 0001278021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Securitiesavailable-for-saletaxexpense-benefit,-172000,312000,-23000,MARKETAXESS HOLDINGS INC (Filer) , 0001278021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Securitiesavailable-for-saletaxexpense-benefit,-172000,312000,-23000,MARKETAXESS HOLDINGS INC (Filer) , 0001278021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Securitiesavailable-for-saletaxexpense-benefit,-172000,312000,-23000,MARKETAXESS HOLDINGS INC (Filer) , 0001278021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,2172000000.0,5371000000.0,20758000000,MARRIOTT INTERNATIONAL INC /MD/ (Filer) , 0001048286,,,,2254000000.0,1464000000.0,4681000000.0,5284000000.0,5305000000.0,5012000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,4416000000.0,4264000000.0,14950000000,"MARSH & MCLENNAN COMPANIES, INC. (Filer) ", 0000062709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,4729900000.0,4739100000.0,4244300000.0,MARTIN MARIETTA MATERIALS INC (Filer) , 0000916076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netlossarisingduringperiodnetoftaxof-8.7-4.8and-7.6respectively,-26600000.0,-14500000.0,-22900000.0,MARTIN MARIETTA MATERIALS INC (Filer) , 0000916076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netlossarisingduringperiodtax,-8700000.0,-4800000.0,-7600000.0,MARTIN MARIETTA MATERIALS INC (Filer) , 0000916076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,7188000000,6707000000,6654000000,MASCO CORP /DE/ (Filer) , 0000062996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,7188000000,6707000000,6654000000,MASCO CORP /DE/ (Filer) , 0000062996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MASCO CORP /DE/ (Filer) , 0000062996,Netloss,540000000,520000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrevenue,15301000000,16883000000,14950000000,Mastercard Inc (Filer) , 0001141391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investmentsecuritiesavailable-for-sale,-1000000,3000000,-3000000,Mastercard Inc (Filer) , 0001141391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,2391269000.0,2051258000.0,1729850000.0,"Match Group, Inc. (Filer) ", 0000891103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changeinunrealizedlossesandgainsonavailable-for-salesecurities,-1000,-5000,5000,"Match Group, Inc. (Filer) ", 0000891103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,,MCCORMICK & CO INC (Filer) , 0000063754,,,,,,,,,,,,,,,,,,,,5601300000.0,,,5347400000.0,,,,,,,,5302800000.0,,,,,,,,,,,,,,,,,,,,,,,
InterestIncomeOther,,,,MCCORMICK & CO INC (Filer) , 0000063754,,,,,,,,,,,,,,,,,,,,7800000.0,,,10100000.0,,,,,,,,7100000.0,,,,,,,,,,,,,,,,,,,,,,,
SalesbyCompany-operatedrestaurants,8139200000.0,9420800000.0,10012700000.0,MCDONALDS CORP (Filer) , 0000063908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SalesbyCompany-operatedrestaurants,8139200000.0,9420800000.0,10012700000.0,MCDONALDS CORP (Filer) , 0000063908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SalesbyCompany-operatedrestaurants,8139200000.0,9420800000.0,10012700000.0,MCDONALDS CORP (Filer) , 0000063908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,,MCKESSON CORP (Filer) , 0000927653,,,,,,231051000000,,,214319000000,,,,,,,,,,238228000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,,MCKESSON CORP (Filer) , 0000927653,,,,,,231051000000,,,214319000000,,,,,,,,,,238228000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,,,,Medtronic plc (Filer) , 0001613103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30117000000,28913000000,30557000000,,,,,,,,,,,,,,,,,,,,
Netsales,,,,Medtronic plc (Filer) , 0001613103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30117000000,28913000000,30557000000,,,,,,,,,,,,,,,,,,,,
Netsales,,,,Medtronic plc (Filer) , 0001613103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30117000000,28913000000,30557000000,,,,,,,,,,,,,,,,,,,,
,,,,Medtronic plc (Filer) , 0001613103,Capitalizationofresearchanddevelopment,408000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Medtronic plc (Filer) , 0001613103,Capitalizationofresearchanddevelopment,408000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Researchanddevelopmentcredit,,,,Medtronic plc (Filer) , 0001613103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3,-2.1,-1.2,,,,,,,,,,,,,,,,,,,,
Sales,47994000000,46840000000,42294000000,"Merck & Co., Inc. (Filer) ", 0000310158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,85965000000.0,70697000000.0,55838000000.0,Facebook Inc (Filer) , 0001326801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changeinunrealizedgain-lossonavailable-for-saleinvestmentsandothernetoftax,360000000,422000000,-52000000,Facebook Inc (Filer) , 0001326801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changeinunrealizedgain-lossonavailable-for-saleinvestmentsandothernetoftax,360000000,422000000,-52000000,Facebook Inc (Filer) , 0001326801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changeinunrealizedgain-lossonavailable-for-saleinvestmentsandothernetoftax,360000000,422000000,-52000000,Facebook Inc (Filer) , 0001326801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Researchanddevelopmenttaxcredits,-1.3,-0.8,-1.0,Facebook Inc (Filer) , 0001326801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Facebook Inc (Filer) , 0001326801,Capitalizedresearchanddevelopment,1922000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Facebook Inc (Filer) , 0001326801,Capitalizedresearchanddevelopment,1922000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otherrevenues,1849000000,1842000000,1880000000,METLIFE INC (Filer) , 0001099219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,19418000000.0,17143000000.0,67941000000,METLIFE INC (Filer) , 0001099219,,,,16015000000.0,14099000000.0,18310000000.0,18678000000.0,17497000000.0,16302000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,3085177000,3008652000,2935586000,METTLER TOLEDO INTERNATIONAL INC/ (Filer) , 0001037646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,5162082000,12899672000,11763096000,MGM Resorts International (Filer) , 0000789570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrevenues,5162082000,12899672000,11763096000,MGM Resorts International (Filer) , 0000789570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,,,,MICROCHIP TECHNOLOGY INC (Filer) , 0000827054,,,,,,5274200000.0,,,5349500000.0,,,,,,,,,,5438400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,,,,MICROCHIP TECHNOLOGY INC (Filer) , 0000827054,,,,,,5274200000.0,,,5349500000.0,,,,,,,,,,5438400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,,,,MICROCHIP TECHNOLOGY INC (Filer) , 0000827054,,,,,,5274200000.0,,,5349500000.0,,,,,,,,,,5438400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Researchanddevelopmenttaxcredits,,,,MICROCHIP TECHNOLOGY INC (Filer) , 0000827054,,,,,,-40800000.0,,,-27500000.0,,,,,,,,,,-48400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,,MICRON TECHNOLOGY INC (Filer) , 0000723125,,,,21435000000,,,,,,,,,,,,,27705000000,,,,,,,23406000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,,MICRON TECHNOLOGY INC (Filer) , 0000723125,,,,21435000000,,,,,,,,,,,,,27705000000,,,,,,,23406000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,,MICRON TECHNOLOGY INC (Filer) , 0000723125,,,,21435000000,,,,,,,,,,,,,27705000000,,,,,,,23406000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Researchanddevelopmenttaxcredits,,,,MICRON TECHNOLOGY INC (Filer) , 0000723125,,,,62000000.0,,,,,,,,,,,,,123000000.0,,,,,,,92000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Researchanddevelopmenttaxcredits,,,,MICRON TECHNOLOGY INC (Filer) , 0000723125,,,,62000000.0,,,,,,,,,,,,,123000000.0,,,,,,,92000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,,MICROSOFT CORP (Filer) , 0000789019,,,,,143015000000,,,125843000000,,,,,168088000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
